feature,importance,rank,importance_pct,cumulative_pct
atenciones_ma3,353.09223022460935,1,16.270695000639844,16.270695000639844
total_atenciones,139.434912109375,2,6.425241716390912,22.695936717030754
temperatura_mean_ma14,113.29625549316407,3,5.220757241447109,27.916693958477865
temperatura_max,96.80500640869141,4,4.460830907575788,32.377524866053655
atenciones_min7_norm,70.13600387573243,5,3.2319077848295317,35.609432650883186
atenciones_trend_14_28,61.07485809326172,6,2.814364925590939,38.42379757647412
humedad_mean_std14,61.03198013305664,7,2.8123890842865222,41.236186660760644
total_atenciones_norm,51.570176696777345,8,2.376383687708479,43.61257034846912
atenciones_min14_norm,40.66550750732422,9,1.8738901993878738,45.48646054785699
humedad_mean_lag2,40.39728546142578,10,1.8615303717629923,47.34799091961999
atenciones_lag1_norm,36.805722045898435,11,1.696029044043805,49.04401996366379
precipitacion_sum_ma14,36.353858947753906,12,1.6752069300956252,50.71922689375942
humedad_mean,35.879489517211915,13,1.6533477112817017,52.37257460504112
humedad_mean_lag1,31.375148010253906,14,1.4457850390818188,53.81835964412294
atenciones_min3_norm,29.426364517211915,15,1.355983964112263,55.174343608235205
no2_mean_std7,28.973693466186525,16,1.3351246192261748,56.50946822746138
atenciones_lag2_norm,28.763132858276368,17,1.3254218641463584,57.83489009160774
humedad_mean_std7,27.20236930847168,18,1.2535009734747231,59.08839106508246
atenciones_trend_7_14,26.91820411682129,19,1.240406476435803,60.32879754151826
atenciones_std10,26.14785232543945,20,1.2049082185647726,61.53370576008304
atenciones_pct_change_7,25.992053604125978,21,1.197728923018199,62.731434683101234
ozono_mean_std14,25.568561172485353,22,1.1782141458566606,63.9096488289579
ozono_mean_std7,24.19917869567871,23,1.1151122061590117,65.02476103511691
atenciones_lag7_norm,23.947783279418946,24,1.1035277593986865,66.1282887945156
atenciones_std7,22.75043487548828,25,1.0483532496750765,67.17664204419067
no2_mean_lag3,22.393933486938476,26,1.0319254586791982,68.20856750286987
atenciones_pct_change_14,21.23379783630371,27,0.9784657342359853,69.18703323710585
humedad_std,20.74433479309082,28,0.9559109929857009,70.14294423009156
humedad_mean_lag3,20.144775390625,29,0.9282829475708194,71.07122717766238
pm2_5_mean_std7,20.106278228759766,30,0.9265089759977236,71.9977361536601
pm2_5_mean_std14,20.003054428100587,31,0.9217523633238509,72.91948851698395
atenciones_lag3_norm,19.688270568847656,32,0.9072469403023057,73.82673545728625
atenciones_lag10_norm,19.630020332336425,33,0.9045627355794024,74.73129819286565
atenciones_lag21,18.877945137023925,34,0.8699066738680125,75.60120486673367
no2_mean_lag5,18.790032958984376,35,0.8658556296555314,76.4670604963892
atenciones_std3,18.748253631591798,36,0.8639304139890635,77.33099091037826
no2_mean_lag1,18.659103202819825,37,0.8598223104638107,78.19081322084207
no2_mean_ma3,18.461589813232422,38,0.8507207787805027,79.04153399962257
no2_max,17.905566787719728,39,0.8250989148961144,79.86663291451869
temperatura_mean_std7,17.83541965484619,40,0.8218664942806039,80.68849940879929
atenciones_lag28_norm,17.805811882019043,41,0.8205021509162305,81.50900155971551
no2_mean,17.053646087646484,42,0.7858419143475444,82.29484347406306
temp_range,16.936464881896974,43,0.7804421363423907,83.07528561040544
pm10_std,16.9348575592041,44,0.7803680699793708,83.85565368038482
no2_mean_lag7,16.919078826904297,45,0.7796409768326777,84.6352946572175
atenciones_lag28,16.830920028686524,46,0.7755785682191779,85.41087322543667
precipitacion_sum_lag2,16.69039115905762,47,0.7691029163050531,86.17997614174173
pm2_5_mean,16.63559513092041,48,0.7665778835097977,86.94655402525153
atenciones_lag5_norm,15.894124412536621,49,0.7324104822530393,87.67896450750457
ozono_mean_delta1,15.805185127258301,50,0.72831210834258,88.40727661584715
dow_sin,15.05626049041748,51,0.6938012261950162,89.10107784204217
dow_cos,14.697106742858887,52,0.6772512129558537,89.77832905499803
humedad_max,13.596052551269532,53,0.6265139964525893,90.40484305145061
pm2_5_mean_lag2,13.444460678100587,54,0.6195285549113281,91.02437160636194
atenciones_lag21_norm,12.962137985229493,55,0.5973028451510177,91.62167445151296
pm2_5_mean_lag5,12.700896644592286,56,0.585264692478096,92.20693914399105
temperatura_mean_std14,11.905001449584962,57,0.548589379735583,92.75552852372664
precipitacion_sum,11.820090293884277,58,0.544676624375096,93.30020514810174
atenciones_lag5,11.07958164215088,59,0.5105535557082358,93.81075870380998
atenciones_std3_norm,10.985384750366212,60,0.5062129082370024,94.31697161204698
precipitacion_max,10.892701721191406,61,0.5019420204338939,94.81891363248087
pm10_mean_delta1,10.374925231933593,62,0.4780825791489444,95.29699621162982
pm2_5_mean_lag3,9.452003479003906,63,0.4355538088562012,95.73255002048602
atenciones_lag14,9.121571159362793,64,0.4203272956932962,96.15287731617931
precipitacion_sum_lag1,9.08220100402832,65,0.41851309607421217,96.57139041225352
dow,8.464325141906738,66,0.39004101756248005,96.961431429816
atenciones_lag14_norm,8.424190711975097,67,0.3881915997261632,97.34962302954217
precipitacion_sum_ma3,7.965274429321289,68,0.3670444709401865,97.71666750048236
atenciones_vs_week,7.677728652954102,69,0.35379419459449474,98.07046169507686
pm2_5_mean_lag7,6.565123748779297,70,0.30252471454808094,98.37298640962494
atenciones_trend_3_7,6.175143051147461,71,0.28455417754909906,98.65754058717404
temperatura_mean_delta1,5.948367691040039,72,0.2741042372725289,98.93164482444656
ozono_std,5.063428115844727,73,0.2333257077850931,99.16497053223166
no2_min,4.394581604003906,74,0.20250487213690796,99.36747540436858
pm10_min,4.181882095336914,75,0.1927035552682102,99.56017895963679
pm2_5_mean_lag1,3.968241882324219,76,0.18285889019701876,99.74303784983381
precipitacion_sum_lag5,2.4480798721313475,77,0.11280894204700172,99.85584679188081
no2_mean_delta1,1.5791091918945312,78,0.07276626851199412,99.9286130603928
precipitacion_sum_lag7,1.5491762161254883,79,0.07138693960722092,100.00000000000003
